10663	3	3356
20887	7	14334
29077	1	14447
1049	10	746
30340	3	26464
35557	3	8496
35093	3	5962
3995	3	39329
40431	3	38089
32668	1	5314
24325	13	21918
15988	3	19756
5808	8	29595
36641	1	9586
2132	1	38120
33801	8	7332
3683	8	10700
37378	6	8555
40705	13	28227
10339	8	30046
35947	1	3568
26730	1	17707
8352	1	26111
9778	1	9241
20642	8	26662
33810	17	28344
32395	8	15463
4756	8	21751
9010	1	37719
6830	3	38251
13645	1	3118
676	1	14032
26326	12	32815
34723	1	13856
5696	10	12826
15509	3	3570
20230	1	4122
5460	12	19258
30194	10	9615
7720	1	24331
40788	8	14752
33280	1	6833
30233	1	9878
11316	11	5210
40725	3	269
11837	3	24393
28880	1	2987
37363	1	1914
20861	8	13629
34886	1	29577
8817	7	21532
19081	8	38656
29688	3	18381
37161	3	38825
11994	1	22630
26525	1	4503
19008	8	28875
33625	3	3398
34620	3	36367
19012	3	16620
358	3	39731
11570	3	25361
27088	1	17416
4706	7	1330
17707	3	37641
14632	11	16377
17237	1	35828
26523	3	18852
28979	8	1866
10244	8	18085
10773	1	16939
28436	8	12882
21787	3	22310
14447	3	675
14289	3	21386
40803	1	11283
2598	3	38871
40613	16	40463
28206	8	38182
5666	8	39739
32061	8	29669
10108	1	25030
29210	8	8721
6642	1	34096
31331	1	27311
6615	1	8639
3281	8	32139
23544	1	34977
4547	11	30372
8804	8	499
6305	1	30111
27466	1	24516
15160	3	3831
2714	8	19935
38120	3	16920
9007	13	14776
8649	1	9800
38178	8	16356
39988	5	40577
9699	3	38143
34587	1	18739
35629	1	34624
5833	5	14176
22250	1	37934
27649	3	29455
21887	3	29776
28412	5	31497
39227	3	17569
6449	3	23173
18709	1	40851
9605	8	39853
22526	8	7334
13006	3	36015
13409	8	6627
6032	8	6836
14433	8	33018
34486	11	21616
23547	1	19297
6722	1	12367
25578	8	29269
7590	9	749
31863	8	16915
22990	3	21061
9381	1	6555
35075	3	38446
28322	1	6791
18968	8	59
11975	4	34625
34066	8	31670
3673	1	36489
25808	12	38989
31229	8	27933
24836	8	38259
23977	5	29752
4785	1	24917
26929	8	2960
27024	17	37444
24468	5	6378
15510	13	14472
32329	1	8558
28903	1	12513
19125	8	15859
21827	1	30119
444	3	13646
30323	1	8636
23005	8	8539
22813	1	12692
500	1	929
19721	5	3898
37611	1	5885
33061	17	36122
8497	5	22802
32471	5	8374
31621	3	10591
29913	1	14142
18306	3	39933
18411	8	29155
11209	17	25928
38950	4	14133
22461	1	40218
32085	1	5485
15928	17	29366
14201	8	37725
15669	1	16290
5460	12	37341
40289	5	38938
28311	3	31807
25993	8	38782
27266	13	10937
1019	8	30654
39497	3	15699
8391	4	32972
22631	8	32579
4731	17	3594
27052	8	10633
30174	8	10270
33625	3	5721
20397	1	5508
29894	3	3803
23744	3	21857
15157	17	35745
22014	1	10624
38260	3	37435
23159	7	20446
35055	3	21299
16908	8	33919
25686	8	36325
14421	6	13938
36549	8	31287
11021	1	24884
36478	1	12993
19533	8	17500
14157	3	18016
5574	8	31215
19761	8	16064
16915	3	23238
27176	17	35988
5460	12	40852
34182	3	17682
14162	1	19177
13429	1	16672
9879	8	26888
33504	8	23695
13406	5	27939
8026	7	151
24516	3	7453
5460	12	18884
18837	1	9449
36616	1	3038
24840	1	39147
40661	8	32280
37936	8	15509
37148	7	32667
28665	8	17147
2475	3	5401
14206	10	25776
35063	3	26412
14555	13	2826
36425	3	19734
28268	8	8997
3171	13	5182
5569	8	4917
3256	8	16059
39073	1	17024
11316	11	9283
23283	1	37537
16629	8	18434
13227	3	35699
17894	10	25801
32219	1	20921
7806	3	26639
30307	1	22490
7131	8	2016
36435	8	10322
37117	3	29276
7256	1	3725
18410	5	20574
38277	0	20379
7900	3	29560
25104	1	29020
21096	3	3320
7393	1	33232
24833	5	25400
20456	17	21357
36550	8	38108
14644	3	862
33381	8	9812
14488	8	4951
27912	8	28511
37969	3	3267
2035	17	9654
29887	3	1931
7332	1	14566
15180	5	12752
8600	1	6387
21644	17	5917
11397	3	34059
32540	3	15723
12358	6	38752
33641	13	34480
28677	8	22595
40371	8	15944
10725	3	20205
37670	13	8662
14348	1	13097
19026	8	10691
23627	3	23961
12064	8	38038
17678	3	10276
2987	3	39324
30709	8	24410
34997	3	10193
536	13	30026
222	3	3731
14472	3	40262
28039	5	633
4182	13	36094
38567	8	26094
11674	4	38840
12367	3	6722
29218	12	28800
25576	5	16483
32342	8	5668
11175	1	15343
38303	7	23365
19515	6	28455
39744	12	10650
15251	8	9478
18964	13	19524
13884	1	17707
12214	10	34486
29313	13	28277
33267	1	5885
28310	8	11065
22359	3	5202
27043	3	11339
9779	8	27515
5821	1	35791
11167	1	6216
35791	3	20049
10461	1	11871
14516	1	17266
9360	8	29632
6216	3	25926
19094	17	37684
30391	1	8332
34840	1	24331
15168	1	33162
18446	8	11732
26231	5	28460
27912	3	16686
2645	4	1039
14376	8	14293
5460	12	29010
31148	1	39769
8147	8	13128
37976	8	21937
5885	3	28752
36965	3	9741
31404	13	18321
34486	11	6709
6192	2	11392
35518	8	39937
9016	3	3412
10858	3	27703
19312	1	37896
31470	8	33305
36385	8	40867
23272	3	23859
11316	11	39433
32582	3	18989
5311	8	17260
16484	1	1264
20653	8	34270
324	3	13120
12723	8	24932
28575	8	17181
11800	3	31226
27124	3	18956
12	5	1231
35835	8	39312
23420	3	35393
7545	8	2390
3717	5	17543
6616	8	40431
21059	3	21935
20590	8	1131
6376	10	35186
19786	3	15437
27335	1	30679
39409	1	35126
31093	1	6216
25896	5	27034
19876	1	3700
23464	1	37719
22824	1	30509
40038	1	22037
31191	1	17707
34732	3	12908
38737	11	38043
22117	14	29714
36270	1	11714
12511	9	6400
23633	5	23989
5688	9	20456
30731	4	5578
9809	13	32674
513	8	3892
3307	5	367
14709	7	35360
5533	1	34997
23068	1	25238
12195	1	20270
9574	3	36315
14119	6	5460
26547	1	1964
24246	6	5460
3337	1	17534
7582	1	6390
20788	1	22746
5998	8	32152
25375	3	24044
11359	8	29647
30253	0	29434
18832	1	14572
24363	17	26448
3587	1	25723
16161	8	20666
2786	1	21350
11966	1	5656
29408	1	12758
30136	3	33502
5338	1	10537
35791	3	1455
2390	8	7545
11200	8	30197
17138	1	17207
20853	3	10314
14913	3	20016
6350	1	7731
1643	8	40384
30803	6	1316
23986	17	17907
20570	3	16403
36061	10	34486
1025	6	36480
26680	6	29218
27843	5	40532
27796	8	29583
7444	12	37406
15541	8	36192
38158	3	17880
37753	12	20158
23023	3	23964
14655	3	33187
7519	1	4739
5771	3	28244
8258	3	22536
28925	1	35791
9300	13	13464
8863	3	38513
21825	1	20441
17823	3	31947
33774	1	6727
27907	1	32679
7274	3	5947
20806	8	19551
23802	8	22083
19440	8	31031
26129	8	21239
6610	8	30411
38620	1	24525
33993	8	10549
26200	3	8682
9608	10	17823
15445	1	40496
17726	8	35551
36113	1	40489
6679	5	29868
26460	1	35791
31577	3	26734
35791	3	2925
7795	8	33381
30541	1	33035
5041	3	32654
4786	7	14701
32999	3	14869
6400	2	19694
23041	13	37527
21963	12	15359
40468	8	33486
3222	1	20279
35666	8	24277
24088	7	37181
4756	3	31727
9910	5	1516
31276	3	33408
4835	1	11674
19090	1	30243
14283	1	14716
16669	17	29664
11505	8	26727
15878	1	16369
5447	8	7699
3389	8	13098
15964	3	12106
27487	8	24285
25152	6	34038
10140	8	25464
9022	5	29103
18886	8	7579
8932	3	38594
27508	6	29218
17844	10	34486
37377	9	6400
26310	8	543
9130	8	28524
8489	8	671
19887	1	31276
11873	13	27978
3873	10	25349
25808	12	395
29791	8	16205
34742	1	19613
9949	8	34695
27641	1	33520
24673	8	5551
11407	17	9735
4760	3	21858
30906	17	38978
31178	12	3227
7439	8	11714
35055	3	925
1953	3	21792
17736	1	32178
18064	1	37918
32804	13	34238
2462	4	1669
1506	8	9499
16008	15	35150
23085	1	6706
3393	7	10672
15754	4	401
21296	13	24997
26379	3	4555
6431	10	24814
12669	3	25565
13574	10	3562
19088	5	17263
13458	1	475
26800	1	31786
22204	1	32239
5780	3	5694
6415	8	15629
4299	1	39760
39205	3	9040
25361	3	2321
8708	1	9638
7610	3	14712
29841	8	7837
14447	3	36214
8136	8	35569
6006	8	28763
10824	1	2869
6876	3	5866
40397	1	324
3064	5	28756
7258	1	36805
35031	17	7972
1015	3	9932
2893	1	4754
29881	7	34218
23443	13	24633
11324	1	12397
23115	13	33705
14032	1	17742
29590	5	30966
39596	1	4108
21241	1	19028
17948	17	39535
27174	1	1553
23465	8	29603
13856	3	1542
39757	1	5971
9380	7	27970
34876	11	2146
26818	3	2422
37090	7	5375
2423	6	12544
39418	3	14692
30171	3	28542
9099	3	6821
16903	8	26580
1060	3	24437
34486	1	5675
15868	10	11316
21454	6	25808
18627	7	57
12528	1	31289
32316	5	38814
38973	17	21109
39841	5	11388
19821	8	16472
22117	14	10606
8287	8	25728
26068	8	40101
29921	1	4430
19317	1	11225
1796	5	7090
3222	3	31823
38250	1	14447
6441	8	14169
37896	1	39256
38582	5	11686
19912	3	21687
10260	1	28335
3347	3	4622
24545	8	1706
36346	12	17496
39579	1	37719
30950	1	17129
8863	3	35306
18154	7	36361
37012	0	7398
30854	17	38460
36612	8	19167
437	10	24814
3054	1	10782
1962	6	18360
18107	6	17994
29218	12	12837
15689	3	12129
40551	5	32408
32633	1	29734
17071	1	37525
13987	8	35032
8823	3	6776
39737	8	11574
16863	1	35063
37504	8	37802
40351	7	36423
3156	1	29857
17800	8	4885
4586	8	28814
23909	1	4502
12380	8	20933
21164	1	6104
35077	3	4698
31338	8	21557
37719	3	33337
17882	8	23134
26020	10	4547
40221	1	11214
35791	3	1460
19554	13	20157
6337	3	30387
11160	17	15695
35360	10	38973
28732	11	11187
2605	3	27115
33461	1	4848
1126	13	25026
12506	3	27665
37878	1	16728
13675	4	17449
15874	8	17425
621	3	16612
33962	1	36203
26805	8	26382
35055	3	2793
16373	11	26599
25708	11	30464
6400	14	13777
9369	5	23769
15667	8	38854
34492	13	23176
17260	1	19247
8604	8	32883
8665	8	18665
33059	1	11210
25126	3	40164
32408	13	22912
24188	7	19476
19183	8	18950
6400	2	37282
39314	8	21496
34831	3	1128
12461	3	2838
19012	3	40449
7584	1	38763
38120	3	4043
2898	5	3569
7561	8	29065
19510	8	22468
33315	1	39837
14842	10	34486
32203	3	14950
38825	1	37161
6400	2	24250
35206	13	11179
31332	5	10866
19459	8	37727
16339	8	4561
31301	7	34143
22644	17	23642
39530	3	30644
29123	14	35887
38487	8	21599
21313	4	27384
28814	8	4586
14655	8	27756
21096	8	24103
9987	3	32627
19575	3	36356
5594	8	2600
19145	8	29789
6695	6	27249
20195	3	21181
38093	8	17753
25670	17	22997
25841	3	38203
37760	12	26754
35055	3	33965
31276	3	30384
26653	5	633
19167	1	25253
29391	3	13693
13640	1	8137
28911	3	15636
12721	8	19908
17643	3	22051
7652	3	12501
19476	17	40533
25841	3	13122
40622	13	17740
40700	8	29839
15755	8	28263
25619	8	21457
20236	3	36071
37659	3	14885
16711	3	13385
36298	1	21266
30371	1	5675
24195	1	15088
37719	3	37403
2018	3	29724
1095	17	6025
84	16	40463
27577	1	15369
29218	12	16458
37501	8	17949
28266	3	4441
26084	3	26624
33134	6	5460
34486	11	1474
37247	1	36017
35548	3	31680
19295	3	29104
35569	3	8493
3552	1	25518
20726	17	36362
38763	3	14586
16485	17	18535
14430	17	26078
19449	1	8968
4452	8	19383
24331	3	2258
36810	1	22490
29478	1	13835
25970	8	36562
20358	3	15940
2177	1	19688
18877	1	19557
30854	1	28757
16971	8	40903
36234	3	38323
37719	3	2599
29333	7	26194
19156	7	28109
3099	3	22491
1090	1	25799
19149	5	10467
25392	1	37874
34486	11	7330
33581	5	3056
35929	7	6192
15964	3	7690
17422	0	20622
7579	1	7840
25557	5	17263
38308	8	16425
24592	1	35487
6294	7	11471
220	1	476
25803	12	2435
39005	13	30399
34892	8	23451
39782	6	2404
35848	11	15613
16373	11	21295
14590	10	17823
31685	3	22960
34732	3	7091
34997	3	10739
22017	5	18108
9270	1	324
30209	8	20702
39706	1	7850
3829	3	7071
35220	1	10858
9086	3	7262
21450	8	22892
13687	3	10646
14597	8	23534
9502	8	5987
22634	1	24037
2477	1	29
10506	1	6096
31386	3	20180
36346	12	36415
7680	1	3674
12930	3	34809
8675	4	21311
8866	6	20667
18478	1	4946
21878	11	36697
15083	6	36480
15632	3	16926
15403	3	17286
6318	3	8051
8628	5	2278
16911	0	2171
15751	13	11942
33766	3	6349
13627	10	34486
8587	8	23924
26860	8	13477
16041	3	34764
2206	1	38763
8642	8	35172
20461	3	39034
20636	8	8
24084	1	5971
35055	3	34788
30926	1	22774
5508	3	20397
26603	1	10602
12801	1	39064
5460	12	796
14565	8	31807
10248	7	4819
14377	8	4560
39391	7	11504
40287	17	19619
25381	5	22602
16669	17	4382
14176	13	38689
11729	1	14671
5626	3	22951
8971	3	6971
32793	7	8732
5372	10	17823
4447	3	3305
18751	1	35582
28905	8	13700
11130	8	33890
9858	12	26776
28552	8	39300
32361	5	34453
9683	13	35510
33606	13	20416
40747	10	11316
39434	8	12161
22186	6	28581
18702	6	7396
3325	8	6717
15854	1	30999
9858	12	25962
21863	3	661
30853	1	31302
37700	14	682
10246	7	14615
3012	3	389
28450	1	23964
747	13	37125
10700	8	23011
3941	3	18819
13144	1	24331
9212	5	9846
28306	3	31187
36063	1	34875
5205	3	39580
36659	7	33199
25297	8	40020
19281	1	13856
35415	1	34561
25356	10	10532
22501	1	28384
11397	3	8046
20058	17	40395
34997	3	38601
40767	1	8863
18268	8	21154
20714	8	8935
25072	3	3330
33488	1	6016
35558	1	35575
39482	6	37526
3540	17	28294
15755	8	30742
469	3	4477
949	8	23419
35186	11	3453
5822	1	5971
14590	12	21829
36714	2	6756
31644	17	27249
24488	3	23287
3660	3	5070
37690	8	34657
35791	3	14470
34204	8	38257
31009	11	22913
32437	3	9865
6870	8	9821
30824	8	34321
16093	1	10947
28439	8	2183
29579	3	30166
10107	8	5501
23145	3	18124
22834	3	4044
26294	1	24847
11346	3	38484
36976	17	15468
10643	7	8732
3895	3	29014
21336	1	34941
5938	17	18692
38461	5	22327
12418	5	5891
8710	3	1704
37197	1	24243
15974	8	23117
37294	8	11783
28445	1	3994
12758	3	40082
2902	3	38853
2987	3	39914
14013	1	34732
6894	8	35839
9051	16	40463
8802	8	38182
39884	8	18764
33810	2	26598
960	3	14832
12970	3	27809
18975	1	7104
23783	8	10588
36356	1	19575
33074	6	33978
9167	3	31008
24478	11	23616
11346	3	33518
13521	3	24248
22176	13	24190
20888	1	24021
12994	3	4282
3244	3	29258
30362	6	22411
29040	1	31276
3935	8	34201
10666	3	8893
21015	4	32391
32912	8	5925
10271	17	17667
13905	3	18191
23365	17	40306
40582	6	31588
22494	1	32387
22702	8	13921
38279	11	24713
15547	5	16194
36897	3	19402
6400	14	17670
33810	5	4840
6459	1	14061
27461	3	33569
32935	3	3157
27870	3	23208
3552	3	4769
6400	2	15786
19488	8	8884
27822	7	23283
8555	12	26957
23236	1	3732
25808	12	14119
26845	8	972
5894	1	6833
26469	3	11927
21673	1	2131
5634	3	13606
30181	1	35791
28207	8	21693
18287	8	19032
24676	17	34307
35857	1	6438
5114	8	9214
48	1	26720
34684	3	29736
2396	3	39678
40129	8	30954
29537	3	39191
4464	4	6220
21087	7	20019
21096	10	40103
1040	1	20582
14232	1	27778
6461	8	22979
10064	1	38413
11158	1	12930
11917	7	14665
34747	3	4341
18235	1	20263
10542	17	16918
37054	3	23456
7300	1	37777
28228	3	20598
2380	6	24786
30960	1	20476
5461	13	8333
30679	8	19053
18420	3	22154
36186	1	4827
8334	10	34486
34006	3	10484
1150	4	27253
19023	1	21839
28105	12	16195
14190	1	37812
8120	5	27184
3146	1	30243
12878	3	35867
5460	12	38339
20921	8	35009
15859	8	19125
23157	8	24275
1336	8	7024
24884	3	30062
29346	13	39949
6208	13	18609
16847	3	8169
15853	8	31463
1642	3	22078
38656	3	15648
24702	1	9919
37719	3	3044
16369	3	36686
3609	1	7558
31784	5	35206
29596	10	4367
8581	1	11674
6183	8	38101
24964	1	10502
25728	8	15991
19494	8	34500
4221	3	35872
31751	8	25781
3721	3	40161
10502	3	27429
35599	3	19054
24905	3	24290
31063	8	19336
30747	3	25745
27836	1	12886
22589	6	23575
19991	7	26996
36883	1	29543
15110	3	31889
18901	5	2821
17154	3	27129
40822	1	35683
10539	5	35206
29123	14	8562
8218	3	2079
14644	3	18243
29860	13	11777
20771	1	39354
24370	1	28364
14447	3	13318
767	1	8663
10155	13	22067
12694	5	36833
36398	8	11425
15427	3	34560
184	1	30923
29662	7	4437
8046	8	38119
3477	1	34977
15717	1	35791
22117	14	9708
324	3	20596
23321	8	30864
13309	4	21518
4561	3	1222
32078	3	36197
31195	1	33593
6021	8	35629
40804	3	15536
21859	3	3725
38129	1	38847
31927	8	6854
30156	1	3810
36830	8	24927
30053	1	26265
22641	1	8710
5572	8	5923
20871	1	13456
34226	1	18209
12571	8	4846
8642	8	17016
35206	13	28163
35661	13	19800
22858	8	39334
7271	8	28817
4383	3	522
12265	8	4788
39221	1	23759
28440	5	32194
22043	1	9615
30916	17	32671
37157	8	7936
18849	7	5375
14794	3	32634
20674	17	14662
4885	3	22282
5205	3	22430
14534	3	38445
10166	1	5893
17118	1	10561
16588	1	17179
27165	3	25657
24944	4	28151
2503	17	3412
29218	12	4608
20023	1	5579
24698	7	20949
12025	1	27017
24767	8	22970
36851	8	2701
26682	6	5460
8767	3	19355
3454	3	34069
5298	8	32392
5749	3	40710
27541	1	15974
21521	13	20054
19666	1	960
24667	5	28593
3572	7	28368
23978	13	5625
13647	1	39954
23495	17	14043
22307	8	32183
11590	1	5313
25555	8	34115
7063	8	32637
31633	0	29746
17618	1	12878
19609	1	31276
40478	13	1804
35543	3	13259
21461	7	11761
38702	1	30023
38133	1	7597
25400	1	17707
4550	1	40583
394	8	24706
20	8	40855
37491	3	36553
4777	1	40804
20686	13	27321
28529	1	29605
937	3	32606
34218	6	37760
28526	9	6400
14579	3	11717
2494	1	790
39981	8	30960
23624	3	388
38964	5	11839
2140	3	854
11622	3	21150
31756	3	17171
23645	5	20881
15618	6	180
23065	3	21639
1729	8	15033
39760	8	10402
20833	1	24827
18568	1	6981
15296	8	37943
5679	8	25187
15304	3	39248
20384	8	23668
40428	8	3351
38279	11	6369
13533	3	4598
15473	13	11269
27861	5	8601
8609	8	36871
6594	11	9307
24145	17	35711
35379	8	10434
33016	5	34578
25188	1	30234
17830	3	22674
22286	3	35788
32710	5	34280
3546	5	23374
6278	1	10568
14319	13	12500
15265	1	34626
26486	3	25675
17594	1	456
10083	3	5722
17097	3	32766
36982	3	17013
39005	13	8098
30404	1	11837
34057	3	38154
3790	3	9616
21873	3	29711
14425	5	15293
2407	1	4367
27952	3	10999
23439	8	10010
20195	3	19474
8493	1	35569
12738	2	19532
35791	3	37387
33782	1	29451
4819	17	15107
18860	3	29223
25548	17	36714
32816	3	37596
23272	3	13365
39746	3	4091
32622	1	40105
10223	5	8715
1367	1	17896
18330	8	7120
284	7	6985
40092	3	39613
4324	13	30940
24276	17	11034
39249	1	18551
40043	3	31081
35791	3	24475
40373	13	34080
2030	8	28059
1514	17	8755
24331	3	37125
34486	11	15572
17631	3	10181
21973	13	24697
30996	1	16426
32667	17	37859
9836	1	15476
33595	1	14444
16881	1	29848
29762	1	5675
3820	1	13590
20865	6	26394
24311	17	18816
31818	1	2465
6754	17	31285
19817	1	11833
34661	8	25828
27236	1	5216
6625	16	40463
35486	1	2927
792	6	3213
3746	7	34516
35791	3	7069
12287	1	20537
11383	4	222
32824	1	10663
21528	8	6350
10710	17	13007
8270	3	26403
30661	1	31316
9388	7	3916
11201	3	15312
34631	4	2950
4271	1	16396
19768	3	4214
40463	14	907
6048	8	10947
33801	3	3318
28076	1	6048
5058	8	19411
4316	8	39938
38840	1	38966
37861	8	1595
16159	1	12401
11388	13	18122
18189	8	20059
31922	8	38471
29123	14	26163
20969	8	16864
23032	11	28073
2102	5	4803
1197	1	28773
9979	1	11346
18368	17	32063
14454	7	10470
11044	3	35958
35858	1	35791
30158	7	16016
33205	1	10875
13349	8	2844
13222	1	40917
37212	1	5821
28144	8	28840
31276	3	31454
38200	8	30877
32024	13	7319
15745	1	33818
35206	13	24442
34743	13	2976
26412	5	26295
8863	3	35324
511	8	20014
38616	3	19829
588	1	28804
17078	1	15064
27327	1	38763
24977	17	30585
22085	7	34876
10102	1	24331
5971	3	30455
3453	6	1051
19052	3	18505
37538	3	40523
7660	3	1091
19716	8	37690
37115	1	326
20194	1	15460
39228	5	25523
12784	3	22592
33769	7	39720
7643	8	16400
730	3	18331
2762	8	6381
23241	1	13305
18541	1	31276
37760	12	34534
37273	1	6165
13824	8	30461
27054	8	37107
27081	7	9676
32637	1	32242
22080	1	24516
22279	8	38255
324	3	30477
12660	5	13719
5909	13	32651
39900	5	31090
15062	1	30697
10756	1	27974
26973	8	5484
34372	1	7654
31767	5	1969
16626	1	17883
5386	8	14354
23629	5	23115
17540	6	22491
18590	3	2157
14038	3	33890
14227	1	469
10534	1	24331
28855	8	978
10474	1	35253
39381	8	23914
11340	3	12179
5838	1	18962
32340	8	36581
1596	1	17434
18827	3	14356
1595	1	12366
39159	8	37127
1946	1	222
523	3	32585
4741	1	30099
29005	1	7283
37390	1	17707
40782	3	13172
34486	11	34076
11080	8	36644
24107	3	4866
15825	8	33918
1400	1	20618
8832	13	24535
40463	14	14869
3393	3	30319
32400	1	1553
17707	3	15731
25681	10	35186
21611	8	5403
5460	12	22381
12489	13	11792
38843	3	11837
2450	1	24832
8421	1	1165
38212	17	30012
24021	3	2040
17124	10	26056
19045	7	30473
39962	1	15574
20270	3	12195
2485	10	758
2438	8	29241
9417	5	6265
27847	7	1249
21211	13	8965
28777	13	6073
7217	1	34977
24331	3	7983
22368	1	34029
37660	3	29561
8410	8	31385
18680	1	34314
4004	8	23104
36296	13	5007
30817	1	29077
12839	13	26603
4461	8	15481
10420	0	28692
14150	8	29263
29399	11	24582
29119	1	38473
16719	5	37147
22358	3	28539
38120	3	30674
20351	11	33292
252	1	4318
806	10	34486
27833	1	13856
4839	1	27455
20751	3	36639
7140	17	17139
32192	8	6345
4910	1	11169
20469	3	18418
22399	13	7321
9725	3	25439
2821	13	20507
21429	10	12420
37722	1	10663
32242	12	27694
8308	1	35791
28199	8	18338
28962	5	32253
11837	3	30475
16239	7	8594
27689	1	34428
30452	8	24233
27840	1	34113
16832	8	17303
26898	7	24631
21409	5	14771
36061	5	35075
32312	3	37996
38494	3	40180
24331	5	665
8108	5	12229
40393	3	20057
6833	3	17114
10163	1	13841
1927	3	34411
20568	11	9988
30720	1	34472
7821	11	30267
34486	11	30800
31133	1	14447
22783	1	8363
2555	13	31555
40658	3	11589
15059	1	5478
35420	3	33012
35979	8	12071
12035	1	18795
24501	1	39452
2388	3	26205
33064	1	23272
3614	13	37238
8136	3	37885
14762	1	27704
18671	8	3025
33979	1	36017
21219	1	24805
467	1	34997
11399	13	33294
12265	4	6472
29218	12	7335
11233	6	13938
11159	7	38400
11132	6	10307
40438	17	31651
6408	3	32018
13343	17	6910
11598	1	3218
3427	17	3504
40572	3	22085
22802	13	37605
21459	8	38390
2072	8	8377
23667	8	34615
925	1	35055
7751	5	32271
3328	3	16985
18248	13	4201
39935	8	17168
31064	8	7355
2060	8	8218
15923	3	1001
35848	11	19548
3099	1	33791
23069	8	32363
27786	1	5585
26394	12	34468
17031	3	18323
22437	3	11802
34006	3	4690
22431	3	24669
26665	3	25207
29524	1	4812
22557	1	23137
25144	1	16995
14110	17	10129
39573	1	36646
25258	3	38316
32239	1	22914
15043	3	30636
9427	1	12916
17883	1	9013
22083	8	23802
16179	1	5192
12059	7	30693
17823	11	6364
35694	8	1889
6873	8	358
1032	8	36705
6229	1	14716
1166	1	31276
18002	8	24994
24464	4	15754
1873	1	3863
32999	1	19999
13535	8	18704
5374	3	8094
2807	8	16624
13097	3	16525
2931	3	23255
1328	8	23036
34144	3	5700
38103	10	7821
9227	1	34589
22065	1	25248
9600	3	26634
17842	16	40463
13279	3	13648
3478	7	30843
22446	1	5374
32484	13	12958
24793	1	36294
19470	5	33323
31527	8	10971
38846	1	3531
482	1	5971
7723	5	2599
34486	11	1368
18397	3	35318
13005	3	21628
30479	5	9224
34548	7	9870
37997	3	33567
15828	1	32055
20999	13	31166
34428	3	7575
31928	3	4047
39744	12	32737
24244	5	1575
